CMDLINE /home/lippincm/miniforge3/envs/GFF_featurization/bin/python3.12 granularity.py
MEM 2147.375000 1742495757.5536
MEM 2147.375000 1742495757.6538
MEM 2147.375000 1742495757.7540
MEM 2147.375000 1742495757.8543
MEM 2147.375000 1742495757.9545
MEM 2147.375000 1742495758.0547
MEM 2147.375000 1742495758.1551
MEM 2147.375000 1742495758.2554
MEM 2147.375000 1742495758.3556
MEM 2147.375000 1742495758.4559
MEM 2147.375000 1742495758.5562
MEM 2147.375000 1742495758.6564
MEM 2147.375000 1742495758.7566
MEM 2147.375000 1742495758.8569
MEM 2147.375000 1742495758.9571
MEM 2147.375000 1742495759.0573
MEM 2147.375000 1742495759.1576
MEM 2147.375000 1742495759.2578
MEM 2147.375000 1742495759.3581
MEM 2147.375000 1742495759.4583
MEM 2147.375000 1742495759.5585
MEM 2147.375000 1742495759.6588
MEM 2147.375000 1742495759.7591
MEM 2147.375000 1742495759.8593
MEM 2147.375000 1742495759.9595
MEM 2147.375000 1742495760.0597
MEM 2147.375000 1742495760.1598
MEM 2021.277344 1742495760.2600
MEM 2457.277344 1742495760.3603
MEM 2691.589844 1742495760.4607
MEM 2840.574219 1742495760.5609
MEM 3362.074219 1742495760.6612
MEM 3362.074219 1742495760.7615
MEM 3362.074219 1742495760.8617
MEM 3362.074219 1742495760.9621
MEM 3362.074219 1742495761.0625
MEM 3362.074219 1742495761.1629
MEM 3363.011719 1742495761.2631
MEM 2766.167969 1742495761.3634
MEM 3200.171875 1742495761.4637
MEM 3436.484375 1742495761.5642
MEM 3585.468750 1742495761.6644
MEM 4106.968750 1742495761.7648
MEM 4106.968750 1742495761.8651
MEM 4106.968750 1742495761.9654
MEM 4106.968750 1742495762.0659
MEM 4106.968750 1742495762.1662
MEM 4106.968750 1742495762.2664
MEM 4135.035156 1742495762.3667
MEM 3533.093750 1742495762.4670
MEM 4019.093750 1742495762.5674
MEM 4181.406250 1742495762.6678
MEM 4330.390625 1742495762.7680
MEM 4851.890625 1742495762.8685
MEM 4851.890625 1742495762.9688
MEM 4851.890625 1742495763.0690
MEM 4851.890625 1742495763.1692
MEM 4851.890625 1742495763.2695
MEM 4851.890625 1742495763.3697
MEM 4871.953125 1742495763.4699
MEM 4278.011719 1742495763.5702
MEM 4786.011719 1742495763.6705
MEM 4926.324219 1742495763.7708
MEM 5075.308594 1742495763.8710
MEM 5578.878906 1742495763.9714
MEM 5596.753906 1742495764.0716
MEM 5596.753906 1742495764.1721
MEM 5596.753906 1742495764.2724
MEM 5596.753906 1742495764.3726
MEM 5596.753906 1742495764.4731
MEM 5596.753906 1742495764.5735
MEM 5681.308594 1742495764.6737
MEM 5064.878906 1742495764.7741
MEM 5596.941406 1742495764.8744
MEM 5671.191406 1742495764.9746
MEM 5820.175781 1742495765.0749
MEM 6265.800781 1742495765.1753
MEM 6341.675781 1742495765.2755
MEM 6341.675781 1742495765.3758
MEM 6341.675781 1742495765.4763
MEM 6341.675781 1742495765.5768
MEM 6341.675781 1742495765.6771
MEM 6341.675781 1742495765.7773
MEM 6381.695312 1742495765.8776
MEM 5767.753906 1742495765.9779
MEM 6235.753906 1742495766.0782
MEM 6416.066406 1742495766.1786
MEM 6565.050781 1742495766.2789
MEM 7086.550781 1742495766.3791
MEM 7086.550781 1742495766.4795
MEM 7086.550781 1742495766.5799
MEM 7086.550781 1742495766.6802
MEM 7086.550781 1742495766.7804
MEM 7086.550781 1742495766.8807
MEM 7086.550781 1742495766.9810
MEM 6490.675781 1742495767.0812
MEM 6824.675781 1742495767.1815
MEM 7160.988281 1742495767.2817
MEM 7309.972656 1742495767.3820
MEM 7639.597656 1742495767.4823
MEM 7831.472656 1742495767.5828
MEM 7831.472656 1742495767.6833
MEM 7831.472656 1742495767.7835
MEM 7831.472656 1742495767.8839
MEM 7831.472656 1742495767.9842
MEM 7831.472656 1742495768.0845
MEM 7865.539062 1742495768.1847
MEM 7261.597656 1742495768.2850
MEM 7643.601562 1742495768.3855
MEM 7905.914062 1742495768.4857
MEM 8054.898438 1742495768.5860
MEM 8494.523438 1742495768.6863
MEM 8576.398438 1742495768.7867
MEM 8576.398438 1742495768.8871
MEM 8576.398438 1742495768.9874
MEM 8576.398438 1742495769.0877
MEM 8576.398438 1742495769.1881
MEM 8576.398438 1742495769.2884
MEM 8650.953125 1742495769.3886
MEM 8220.523438 1742495769.4889
MEM 8650.835938 1742495769.5891
MEM 8791.445312 1742495769.6894
MEM 9135.445312 1742495769.7897
MEM 9321.320312 1742495769.8902
MEM 9321.320312 1742495769.9905
MEM 9321.320312 1742495770.0908
MEM 9321.320312 1742495770.1910
MEM 9321.320312 1742495770.2912
MEM 9321.320312 1742495770.3915
MEM 9459.808594 1742495770.4917
MEM 8893.378906 1742495770.5920
MEM 9395.691406 1742495770.6922
MEM 9524.300781 1742495770.7925
MEM 9838.300781 1742495770.8928
MEM 10066.175781 1742495770.9931
MEM 10066.175781 1742495771.0934
MEM 10066.175781 1742495771.1938
MEM 10066.175781 1742495771.2942
MEM 10066.175781 1742495771.3944
MEM 10066.175781 1742495771.4947
MEM 10152.730469 1742495771.5949
MEM 9544.675781 1742495771.6952
MEM 10104.238281 1742495771.7955
MEM 10140.238281 1742495771.8958
MEM 10277.222656 1742495771.9962
MEM 10811.097656 1742495772.0967
MEM 10811.097656 1742495772.1969
MEM 10811.097656 1742495772.2972
MEM 10811.097656 1742495772.3975
MEM 10811.097656 1742495772.4977
MEM 10811.097656 1742495772.5980
MEM 10811.097656 1742495772.6983
MEM 10215.972656 1742495772.7985
MEM 10655.222656 1742495772.8988
MEM 10885.535156 1742495772.9991
MEM 11034.519531 1742495773.0993
MEM 11556.019531 1742495773.1997
MEM 11556.019531 1742495773.3000
MEM 11556.019531 1742495773.4002
MEM 11556.019531 1742495773.5008
MEM 11556.019531 1742495773.6010
MEM 11556.019531 1742495773.7013
MEM 11578.085938 1742495773.8016
MEM 10992.144531 1742495773.9019
MEM 11512.144531 1742495774.0022
MEM 11630.457031 1742495774.1026
MEM 11779.441406 1742495774.2029
MEM 12300.941406 1742495774.3034
MEM 12300.941406 1742495774.4036
MEM 12300.941406 1742495774.5039
MEM 12300.941406 1742495774.6043
MEM 12300.941406 1742495774.7046
MEM 12300.941406 1742495774.8048
MEM 12349.011719 1742495774.9051
MEM 11761.070312 1742495775.0054
MEM 12321.007812 1742495775.1056
MEM 12315.007812 1742495775.2060
MEM 12481.992188 1742495775.3063
MEM 13045.867188 1742495775.4067
MEM 13045.867188 1742495775.5071
MEM 13045.867188 1742495775.6073
MEM 13045.867188 1742495775.7076
MEM 13045.867188 1742495775.8080
MEM 13045.867188 1742495775.9083
MEM 13045.867188 1742495776.0085
MEM 12453.992188 1742495776.1088
MEM 12925.992188 1742495776.2091
MEM 13120.304688 1742495776.3094
MEM 13269.289062 1742495776.4097
MEM 13790.789062 1742495776.5101
MEM 13790.789062 1742495776.6103
MEM 13790.789062 1742495776.7108
MEM 13790.789062 1742495776.8111
MEM 13790.789062 1742495776.9113
MEM 13790.789062 1742495777.0119
MEM 13790.789062 1742495777.1123
MEM 13194.914062 1742495777.2125
MEM 13620.914062 1742495777.3129
MEM 13865.226562 1742495777.4131
MEM 14014.210938 1742495777.5134
MEM 14441.835938 1742495777.6136
MEM 14535.710938 1742495777.7139
MEM 14535.710938 1742495777.8144
MEM 14535.710938 1742495777.9146
MEM 14535.710938 1742495778.0149
MEM 14535.710938 1742495778.1153
MEM 14535.710938 1742495778.2156
MEM 13939.835938 1742495778.3159
MEM 14237.835938 1742495778.4162
MEM 14610.148438 1742495778.5165
MEM 14759.132812 1742495778.6170
MEM 15210.757812 1742495778.7173
MEM 15280.632812 1742495778.8176
MEM 15280.632812 1742495778.9179
MEM 15280.632812 1742495779.0181
MEM 15280.632812 1742495779.1184
MEM 15280.632812 1742495779.2186
MEM 15280.632812 1742495779.3189
MEM 14684.757812 1742495779.4191
MEM 15130.757812 1742495779.5194
MEM 15355.070312 1742495779.6201
MEM 15504.054688 1742495779.7203
MEM 16025.554688 1742495779.8207
MEM 16025.554688 1742495779.9210
MEM 16025.554688 1742495780.0212
MEM 16025.554688 1742495780.1217
MEM 16025.554688 1742495780.2221
MEM 16025.554688 1742495780.3224
MEM 16026.492188 1742495780.4226
MEM 15439.679688 1742495780.5229
MEM 15925.679688 1742495780.6232
MEM 16099.992188 1742495780.7235
MEM 16248.976562 1742495780.8237
MEM 16770.476562 1742495780.9241
MEM 16770.476562 1742495781.0244
MEM 16770.476562 1742495781.1247
MEM 16770.476562 1742495781.2253
MEM 16770.476562 1742495781.3259
MEM 16770.476562 1742495781.4262
MEM 16770.476562 1742495781.5264
MEM 16180.718750 1742495781.6267
MEM 16688.718750 1742495781.7270
MEM 16845.031250 1742495781.8273
MEM 16994.015625 1742495781.9275
MEM 17515.515625 1742495782.0278
MEM 17515.515625 1742495782.1280
MEM 17515.515625 1742495782.2283
MEM 17515.515625 1742495782.3285
MEM 17515.515625 1742495782.4287
MEM 17515.515625 1742495782.5289
MEM 17515.515625 1742495782.6292
MEM 16919.640625 1742495782.7294
MEM 17195.640625 1742495782.8299
MEM 17589.953125 1742495782.9303
MEM 17696.562500 1742495783.0306
MEM 17898.562500 1742495783.1308
MEM 18260.437500 1742495783.2312
MEM 18260.437500 1742495783.3314
MEM 18260.437500 1742495783.4317
MEM 18260.437500 1742495783.5319
MEM 18260.437500 1742495783.6322
MEM 18260.437500 1742495783.7326
MEM 18326.445312 1742495783.8329
MEM 17726.503906 1742495783.9332
MEM 18270.441406 1742495784.0335
MEM 18334.816406 1742495784.1338
MEM 18483.746094 1742495784.2341
MEM 19005.246094 1742495784.3345
MEM 19005.246094 1742495784.4347
MEM 19005.246094 1742495784.5350
MEM 19005.246094 1742495784.6352
MEM 19005.246094 1742495784.7356
MEM 19005.246094 1742495784.8359
MEM 19006.371094 1742495784.9362
MEM 18423.371094 1742495785.0364
MEM 18937.371094 1742495785.1366
MEM 19079.683594 1742495785.2370
MEM 19228.667969 1742495785.3373
MEM 19750.167969 1742495785.4377
MEM 19750.167969 1742495785.5379
MEM 19750.167969 1742495785.6382
MEM 19750.167969 1742495785.7384
MEM 19750.167969 1742495785.8387
MEM 19750.167969 1742495785.9389
MEM 19750.167969 1742495786.0392
MEM 19154.292969 1742495786.1394
MEM 19578.292969 1742495786.2397
MEM 19824.605469 1742495786.3400
MEM 19973.589844 1742495786.4403
MEM 20495.089844 1742495786.5405
MEM 20495.089844 1742495786.6408
MEM 20495.089844 1742495786.7410
MEM 20495.089844 1742495786.8412
MEM 20495.089844 1742495786.9415
MEM 20495.089844 1742495787.0418
MEM 20495.089844 1742495787.1420
MEM 19899.214844 1742495787.2422
MEM 20351.214844 1742495787.3424
MEM 20569.527344 1742495787.4426
MEM 20718.511719 1742495787.5429
MEM 21240.011719 1742495787.6431
MEM 21240.011719 1742495787.7433
MEM 21240.011719 1742495787.8435
MEM 21240.011719 1742495787.9438
MEM 21240.011719 1742495788.0440
MEM 21240.011719 1742495788.1442
MEM 21240.011719 1742495788.2444
MEM 20644.136719 1742495788.3446
MEM 20968.136719 1742495788.4449
MEM 21314.449219 1742495788.5452
MEM 21463.550781 1742495788.6455
MEM 21883.175781 1742495788.7457
MEM 21985.050781 1742495788.8459
MEM 21985.050781 1742495788.9463
MEM 21985.050781 1742495789.0466
MEM 21985.050781 1742495789.1468
MEM 21985.050781 1742495789.2471
MEM 21985.050781 1742495789.3473
MEM 22059.609375 1742495789.4476
MEM 21531.183594 1742495789.5479
MEM 22059.496094 1742495789.6481
MEM 22153.917969 1742495789.7484
MEM 22331.917969 1742495789.8487
MEM 22729.792969 1742495789.9491
MEM 22729.792969 1742495790.0495
MEM 22729.792969 1742495790.1497
MEM 22729.792969 1742495790.2501
MEM 22729.792969 1742495790.3503
MEM 22729.792969 1742495790.4505
MEM 22759.859375 1742495790.5508
MEM 22171.917969 1742495790.6511
MEM 22728.667969 1742495790.7513
MEM 22804.230469 1742495790.8515
MEM 22953.332031 1742495790.9517
MEM 23474.832031 1742495791.0521
MEM 23474.832031 1742495791.1524
MEM 23474.832031 1742495791.2526
MEM 23474.832031 1742495791.3528
MEM 23474.832031 1742495791.4530
MEM 23474.832031 1742495791.5532
MEM 23474.832031 1742495791.6535
MEM 22884.957031 1742495791.7536
MEM 23382.957031 1742495791.8539
MEM 23549.269531 1742495791.9543
MEM 23698.253906 1742495792.0547
MEM 24089.878906 1742495792.1550
MEM 24219.753906 1742495792.2552
MEM 24219.753906 1742495792.3554
MEM 24219.753906 1742495792.4555
MEM 24219.753906 1742495792.5558
MEM 24219.753906 1742495792.6561
MEM 24219.753906 1742495792.7564
MEM 23627.878906 1742495792.8566
MEM 24067.878906 1742495792.9570
MEM 24294.191406 1742495793.0574
MEM 24443.175781 1742495793.1576
MEM 24928.800781 1742495793.2579
MEM 24964.675781 1742495793.3582
MEM 24964.675781 1742495793.4587
MEM 24964.675781 1742495793.5591
MEM 24964.675781 1742495793.6594
MEM 24964.675781 1742495793.7596
MEM 24964.675781 1742495793.8599
MEM 24369.550781 1742495793.9602
MEM 24860.800781 1742495794.0605
MEM 25039.113281 1742495794.1609
MEM 25188.097656 1742495794.2611
MEM 25709.597656 1742495794.3615
MEM 25709.597656 1742495794.4618
MEM 25709.597656 1742495794.5620
MEM 25709.597656 1742495794.6623
MEM 25709.597656 1742495794.7626
MEM 25709.597656 1742495794.8629
MEM 25709.597656 1742495794.9632
MEM 25113.660156 1742495795.0635
MEM 25551.660156 1742495795.1638
MEM 25783.972656 1742495795.2640
MEM 25932.957031 1742495795.3642
MEM 26454.457031 1742495795.4644
MEM 26454.457031 1742495795.5647
MEM 26454.457031 1742495795.6649
MEM 26454.457031 1742495795.7651
MEM 26454.457031 1742495795.8653
MEM 26454.457031 1742495795.9655
MEM 26464.523438 1742495796.0657
MEM 25882.582031 1742495796.1660
MEM 26402.585938 1742495796.2662
MEM 26528.898438 1742495796.3664
MEM 26677.882812 1742495796.4668
MEM 27199.382812 1742495796.5673
MEM 27199.382812 1742495796.6676
MEM 27199.382812 1742495796.7678
MEM 27199.382812 1742495796.8681
MEM 27199.382812 1742495796.9683
MEM 27199.382812 1742495797.0686
MEM 27199.382812 1742495797.1688
MEM 26603.507812 1742495797.2691
MEM 26913.507812 1742495797.3694
MEM 27273.820312 1742495797.4696
MEM 27422.804688 1742495797.5698
MEM 27834.429688 1742495797.6701
MEM 27944.304688 1742495797.7702
MEM 27944.304688 1742495797.8705
MEM 27944.304688 1742495797.9708
MEM 27944.304688 1742495798.0710
MEM 27944.304688 1742495798.1713
MEM 27944.304688 1742495798.2716
MEM 28018.859375 1742495798.3718
MEM 27524.429688 1742495798.4721
MEM 28018.742188 1742495798.5723
MEM 28145.351562 1742495798.6725
MEM 28445.351562 1742495798.7728
MEM 28689.226562 1742495798.8730
MEM 28689.226562 1742495798.9732
MEM 28689.226562 1742495799.0735
MEM 28689.226562 1742495799.1737
MEM 28689.226562 1742495799.2740
MEM 28689.226562 1742495799.3742
MEM 28763.781250 1742495799.4744
MEM 28377.351562 1742495799.5746
MEM 28763.664062 1742495799.6749
MEM 28912.648438 1742495799.7751
MEM 29316.273438 1742495799.8753
MEM 29434.148438 1742495799.9755
MEM 29434.148438 1742495800.0758
MEM 29434.148438 1742495800.1761
MEM 29434.148438 1742495800.2764
MEM 29434.148438 1742495800.3766
MEM 29434.148438 1742495800.4768
MEM 28838.273438 1742495800.5770
MEM 29250.273438 1742495800.6772
MEM 29508.585938 1742495800.7774
MEM 29657.570312 1742495800.8776
MEM 30177.945312 1742495800.9779
MEM 30179.070312 1742495801.0783
MEM 30179.070312 1742495801.1787
MEM 30179.070312 1742495801.2790
MEM 30179.070312 1742495801.3793
MEM 30179.070312 1742495801.4795
MEM 30179.070312 1742495801.5797
MEM 29583.195312 1742495801.6800
MEM 29893.257812 1742495801.7802
MEM 30253.570312 1742495801.8804
MEM 30402.554688 1742495801.9806
MEM 30822.179688 1742495802.0808
MEM 30924.054688 1742495802.1810
MEM 30924.054688 1742495802.2813
MEM 30924.054688 1742495802.3815
MEM 30924.054688 1742495802.4817
MEM 30924.054688 1742495802.5818
MEM 30924.054688 1742495802.6820
MEM 30998.609375 1742495802.7823
MEM 30592.179688 1742495802.8825
MEM 30998.492188 1742495802.9828
MEM 31147.476562 1742495803.0830
MEM 31551.101562 1742495803.1832
MEM 31668.976562 1742495803.2834
MEM 31668.976562 1742495803.3837
MEM 31668.976562 1742495803.4843
MEM 31668.976562 1742495803.5845
MEM 31668.976562 1742495803.6847
MEM 31668.976562 1742495803.7849
MEM 31073.101562 1742495803.8851
MEM 31355.101562 1742495803.9854
MEM 31743.414062 1742495804.0856
MEM 31892.398438 1742495804.1858
MEM 32270.023438 1742495804.2861
MEM 32413.898438 1742495804.3863
MEM 32413.898438 1742495804.4866
MEM 32413.898438 1742495804.5868
MEM 32413.898438 1742495804.6870
MEM 32413.898438 1742495804.7871
MEM 32413.898438 1742495804.8874
MEM 31817.964844 1742495804.9876
MEM 32111.964844 1742495805.0878
MEM 32488.277344 1742495805.1880
MEM 32637.261719 1742495805.2882
MEM 33032.886719 1742495805.3884
MEM 33158.761719 1742495805.4889
MEM 33158.761719 1742495805.5891
MEM 33158.761719 1742495805.6893
MEM 33158.761719 1742495805.7896
MEM 33158.761719 1742495805.8898
MEM 33158.761719 1742495805.9901
MEM 32562.886719 1742495806.0903
MEM 32874.886719 1742495806.1905
MEM 33233.199219 1742495806.2906
MEM 33382.183594 1742495806.3908
MEM 33789.808594 1742495806.4911
MEM 33903.683594 1742495806.5913
MEM 33903.683594 1742495806.6915
MEM 33903.683594 1742495806.7918
MEM 33903.683594 1742495806.8920
MEM 33903.683594 1742495806.9922
MEM 33903.683594 1742495807.0924
MEM 33307.808594 1742495807.1926
MEM 33603.808594 1742495807.2929
MEM 33978.121094 1742495807.3932
MEM 34127.105469 1742495807.4935
MEM 34520.730469 1742495807.5937
MEM 34648.605469 1742495807.6939
MEM 34648.605469 1742495807.7942
MEM 34648.605469 1742495807.8944
MEM 34648.605469 1742495807.9947
MEM 34648.605469 1742495808.0950
MEM 34648.605469 1742495808.1954
MEM 34127.355469 1742495808.2956
MEM 34322.863281 1742495808.3960
MEM 34723.175781 1742495808.4964
MEM 34861.785156 1742495808.5967
MEM 35003.785156 1742495808.6971
MEM 35393.660156 1742495808.7976
MEM 35393.660156 1742495808.8979
MEM 35393.660156 1742495808.9981
MEM 35393.660156 1742495809.0986
MEM 35393.660156 1742495809.1990
MEM 35393.660156 1742495809.2993
MEM 35467.726562 1742495809.3996
MEM 34869.785156 1742495809.5000
MEM 35409.722656 1742495809.6003
MEM 35468.097656 1742495809.7007
MEM 35617.082031 1742495809.8010
MEM 36138.582031 1742495809.9015
MEM 36138.582031 1742495810.0019
MEM 36138.582031 1742495810.1023
MEM 36138.582031 1742495810.2026
MEM 36138.582031 1742495810.3028
MEM 36138.582031 1742495810.4031
MEM 36138.582031 1742495810.5034
MEM 35542.644531 1742495810.6037
MEM 35828.707031 1742495810.7041
MEM 36213.019531 1742495810.8043
MEM 36341.628906 1742495810.9046
MEM 36607.628906 1742495811.0050
MEM 36883.503906 1742495811.1054
MEM 36883.503906 1742495811.2056
MEM 36883.503906 1742495811.3061
MEM 36883.503906 1742495811.4064
MEM 36883.503906 1742495811.5066
MEM 36883.503906 1742495811.6069
MEM 37006.058594 1742495811.7072
MEM 36383.628906 1742495811.8074
MEM 36957.941406 1742495811.9076
MEM 37058.550781 1742495812.0079
MEM 37298.550781 1742495812.1082
MEM 37628.425781 1742495812.2086
MEM 37628.425781 1742495812.3089
MEM 37628.425781 1742495812.4093
MEM 37628.425781 1742495812.5097
MEM 37628.425781 1742495812.6101
MEM 37628.425781 1742495812.7104
MEM 37662.492188 1742495812.8107
MEM 37042.550781 1742495812.9110
MEM 37486.550781 1742495813.0114
MEM 37702.863281 1742495813.1117
MEM 37851.847656 1742495813.2120
MEM 38367.472656 1742495813.3123
MEM 38373.347656 1742495813.4126
MEM 38373.347656 1742495813.5128
MEM 38373.347656 1742495813.6131
MEM 38373.347656 1742495813.7133
MEM 38373.347656 1742495813.8137
MEM 38373.347656 1742495813.9142
MEM 38447.902344 1742495814.0144
MEM 38025.472656 1742495814.1146
MEM 38447.785156 1742495814.2149
MEM 38580.394531 1742495814.3152
MEM 38908.394531 1742495814.4155
MEM 39118.269531 1742495814.5158
MEM 39118.269531 1742495814.6160
MEM 39118.269531 1742495814.7163
MEM 39118.269531 1742495814.8165
MEM 39118.269531 1742495814.9170
MEM 39118.269531 1742495815.0172
MEM 38578.886719 1742495815.1174
MEM 38718.394531 1742495815.2177
MEM 39192.707031 1742495815.3180
MEM 39291.316406 1742495815.4184
MEM 39461.316406 1742495815.5187
MEM 39863.191406 1742495815.6192
MEM 39863.191406 1742495815.7195
MEM 39863.191406 1742495815.8197
MEM 39863.191406 1742495815.9203
MEM 39863.191406 1742495816.0206
MEM 39863.191406 1742495816.1208
MEM 39893.257812 1742495816.2211
MEM 39299.316406 1742495816.3214
MEM 39831.316406 1742495816.4217
MEM 39937.628906 1742495816.5221
MEM 40086.613281 1742495816.6224
MEM 40607.996094 1742495816.7229
MEM 40607.996094 1742495816.8231
MEM 40607.996094 1742495816.9234
MEM 40607.996094 1742495817.0238
MEM 40607.996094 1742495817.1241
MEM 40607.996094 1742495817.2244
MEM 40640.117188 1742495817.3247
MEM 40034.175781 1742495817.4250
MEM 40418.175781 1742495817.5254
MEM 40682.488281 1742495817.6258
MEM 40831.472656 1742495817.7260
MEM 41255.097656 1742495817.8264
MEM 41352.972656 1742495817.9266
MEM 41352.972656 1742495818.0271
MEM 41352.972656 1742495818.1273
MEM 41352.972656 1742495818.2276
MEM 41352.972656 1742495818.3278
MEM 41367.039062 1742495818.4282
MEM 40757.097656 1742495818.5285
MEM 41065.097656 1742495818.6288
MEM 41427.410156 1742495818.7291
MEM 41564.019531 1742495818.8294
MEM 41888.019531 1742495818.9297
MEM 42097.894531 1742495819.0300
MEM 42097.894531 1742495819.1302
MEM 42097.894531 1742495819.2304
MEM 42097.894531 1742495819.3307
MEM 42097.894531 1742495819.4309
MEM 42097.894531 1742495819.5314
MEM 42172.449219 1742495819.6316
MEM 41658.019531 1742495819.7319
MEM 42153.957031 1742495819.8322
MEM 42151.957031 1742495819.9326
MEM 42264.941406 1742495820.0329
MEM 42842.816406 1742495820.1333
MEM 42842.816406 1742495820.2336
