CMDLINE /home/lippincm/miniforge3/envs/GFF_featurization/bin/python3.12 granularity.py
MEM 2144.281250 1742497258.3473
MEM 2144.281250 1742497258.4487
MEM 2144.281250 1742497258.5496
MEM 2144.281250 1742497258.6504
MEM 2144.281250 1742497258.7517
MEM 2144.281250 1742497258.8525
MEM 2144.281250 1742497258.9543
MEM 2144.281250 1742497259.0550
MEM 2144.281250 1742497259.1556
MEM 2144.281250 1742497259.2586
MEM 2144.281250 1742497259.3595
MEM 2144.281250 1742497259.4605
MEM 2144.281250 1742497259.5662
MEM 2144.281250 1742497259.6672
MEM 2144.281250 1742497259.7684
MEM 2144.281250 1742497259.8692
MEM 2144.281250 1742497259.9704
MEM 2144.281250 1742497260.0745
MEM 2144.281250 1742497260.1751
MEM 2144.281250 1742497260.2764
MEM 2144.281250 1742497260.3775
MEM 2144.281250 1742497260.4789
MEM 2144.281250 1742497260.5796
MEM 2144.281250 1742497260.6803
MEM 2144.281250 1742497260.7816
MEM 2144.281250 1742497260.8847
MEM 2144.281250 1742497260.9855
MEM 2144.281250 1742497261.0877
MEM 2144.281250 1742497261.1916
MEM 2144.281250 1742497261.2926
MEM 2144.281250 1742497261.3937
MEM 2144.281250 1742497261.4956
MEM 2144.281250 1742497261.5976
MEM 2144.281250 1742497261.6992
MEM 2144.281250 1742497261.8010
MEM 2144.281250 1742497261.9028
MEM 2144.281250 1742497262.0036
MEM 2144.281250 1742497262.1084
MEM 2144.281250 1742497262.2094
MEM 2116.359375 1742497262.3113
MEM 2030.187500 1742497262.4120
MEM 2051.562500 1742497262.5128
MEM 2075.375000 1742497262.6139
MEM 2097.500000 1742497262.7155
MEM 2121.687500 1742497262.8176
MEM 2144.562500 1742497262.9189
MEM 2144.562500 1742497263.0204
MEM 2144.562500 1742497263.1215
MEM 2144.562500 1742497263.2259
MEM 2144.562500 1742497263.3272
MEM 2144.562500 1742497263.4303
MEM 2144.562500 1742497263.5316
MEM 2144.562500 1742497263.6363
MEM 2144.562500 1742497263.7379
MEM 2144.562500 1742497263.8396
MEM 2144.562500 1742497263.9422
MEM 2144.562500 1742497264.0460
MEM 2144.562500 1742497264.1472
MEM 2144.562500 1742497264.2479
MEM 2144.562500 1742497264.3487
MEM 2144.562500 1742497264.4510
MEM 2144.562500 1742497264.5535
MEM 2144.562500 1742497264.6549
MEM 2144.562500 1742497264.7557
MEM 2144.562500 1742497264.8584
MEM 2144.562500 1742497264.9632
MEM 2144.562500 1742497265.0647
MEM 2144.562500 1742497265.1656
MEM 2144.562500 1742497265.2664
MEM 2144.562500 1742497265.3686
MEM 2144.562500 1742497265.4692
MEM 2144.562500 1742497265.5698
MEM 2144.562500 1742497265.6707
MEM 2144.562500 1742497265.7721
MEM 2144.562500 1742497265.8744
MEM 2144.562500 1742497265.9765
MEM 2144.562500 1742497266.0791
MEM 2144.562500 1742497266.1819
MEM 2144.562500 1742497266.2826
MEM 2144.562500 1742497266.3853
MEM 2144.562500 1742497266.4860
MEM 2144.562500 1742497266.5887
MEM 2144.562500 1742497266.6910
MEM 2144.562500 1742497266.7938
MEM 2144.562500 1742497266.8947
MEM 2144.562500 1742497266.9961
MEM 2144.562500 1742497267.0977
MEM 2144.562500 1742497267.1983
MEM 2144.562500 1742497267.3016
MEM 2144.562500 1742497267.4027
MEM 2144.562500 1742497267.5048
MEM 2144.562500 1742497267.6062
MEM 2144.562500 1742497267.7071
MEM 2144.562500 1742497267.8103
MEM 2144.562500 1742497267.9137
MEM 2144.562500 1742497268.0145
MEM 2144.562500 1742497268.1153
MEM 2144.562500 1742497268.2160
MEM 2144.562500 1742497268.3179
MEM 2144.562500 1742497268.4230
MEM 2144.562500 1742497268.5237
MEM 2144.562500 1742497268.6253
MEM 2144.562500 1742497268.7261
MEM 2144.562500 1742497268.8281
MEM 2144.562500 1742497268.9287
MEM 2144.562500 1742497269.0299
MEM 2144.562500 1742497269.1325
MEM 2144.562500 1742497269.2365
MEM 2144.562500 1742497269.3378
MEM 2144.562500 1742497269.4393
MEM 2144.562500 1742497269.5442
MEM 2144.562500 1742497269.6459
MEM 2144.562500 1742497269.7485
MEM 2144.562500 1742497269.8560
MEM 2144.562500 1742497269.9573
MEM 2144.562500 1742497270.0599
MEM 2144.562500 1742497270.1608
MEM 2144.562500 1742497270.2650
MEM 2144.562500 1742497270.3660
MEM 2144.562500 1742497270.4671
MEM 2144.562500 1742497270.5685
MEM 2144.562500 1742497270.6691
MEM 2144.562500 1742497270.7703
MEM 2144.562500 1742497270.8713
MEM 2144.562500 1742497270.9722
MEM 2144.562500 1742497271.0738
MEM 2144.562500 1742497271.1746
MEM 2144.562500 1742497271.2788
MEM 2144.562500 1742497271.3799
MEM 2144.562500 1742497271.4836
MEM 2144.562500 1742497271.5866
MEM 2144.562500 1742497271.6897
MEM 2144.562500 1742497271.7912
MEM 2144.562500 1742497271.8934
MEM 2144.562500 1742497271.9944
MEM 2144.562500 1742497272.0972
MEM 2144.562500 1742497272.2013
MEM 2144.562500 1742497272.3073
MEM 2144.562500 1742497272.4121
MEM 2144.562500 1742497272.5132
MEM 2144.562500 1742497272.6163
MEM 2144.562500 1742497272.7194
MEM 2144.562500 1742497272.8202
MEM 2144.562500 1742497272.9224
MEM 2144.562500 1742497273.0257
MEM 2144.562500 1742497273.1268
MEM 2144.562500 1742497273.2275
MEM 2144.562500 1742497273.3288
MEM 2144.562500 1742497273.4327
MEM 2144.562500 1742497273.5337
MEM 2144.562500 1742497273.6370
MEM 2144.562500 1742497273.7380
MEM 2144.562500 1742497273.8393
MEM 2144.562500 1742497273.9407
MEM 2144.562500 1742497274.0417
MEM 2144.562500 1742497274.1447
MEM 2144.562500 1742497274.2454
MEM 2144.562500 1742497274.3486
MEM 2144.562500 1742497274.4518
MEM 2144.562500 1742497274.5524
MEM 2144.562500 1742497274.6542
MEM 2144.562500 1742497274.7560
MEM 2144.562500 1742497274.8566
MEM 2144.562500 1742497274.9575
MEM 2144.562500 1742497275.0612
MEM 2144.562500 1742497275.1620
MEM 2018.593750 1742497275.2687
MEM 2018.593750 1742497275.3694
MEM 2018.593750 1742497275.4701
MEM 2018.593750 1742497275.5708
MEM 2018.593750 1742497275.6714
MEM 2018.593750 1742497275.7720
MEM 2018.593750 1742497275.8738
MEM 2018.593750 1742497275.9780
MEM 2018.593750 1742497276.0791
MEM 2030.753906 1742497276.1800
MEM 2031.128906 1742497276.2810
MEM 2056.593750 1742497276.3821
MEM 2056.593750 1742497276.4853
MEM 2056.593750 1742497276.5865
MEM 2056.593750 1742497276.6873
MEM 2056.593750 1742497276.7885
MEM 2063.046875 1742497276.8894
MEM 2069.156250 1742497276.9905
MEM 2094.296875 1742497277.0920
MEM 2094.296875 1742497277.1941
MEM 2094.296875 1742497277.2948
MEM 2094.296875 1742497277.3954
MEM 2094.296875 1742497277.4974
MEM 2094.296875 1742497277.5990
MEM 2094.296875 1742497277.6998
MEM 2094.296875 1742497277.8016
MEM 2112.312500 1742497277.9032
MEM 2244.484375 1742497278.0099
MEM 2370.765625 1742497278.1107
MEM 2468.765625 1742497278.2142
MEM 2611.000000 1742497278.3156
MEM 2775.000000 1742497278.4166
MEM 2903.000000 1742497278.5181
MEM 3035.000000 1742497278.6242
MEM 3171.000000 1742497278.7250
MEM 3301.000000 1742497278.8268
MEM 3403.000000 1742497278.9306
MEM 3525.000000 1742497279.0319
MEM 3683.335938 1742497279.1341
MEM 3815.335938 1742497279.2402
MEM 3904.957031 1742497279.3408
MEM 3990.957031 1742497279.4433
MEM 4097.140625 1742497279.5441
MEM 4165.140625 1742497279.6459
MEM 4255.140625 1742497279.7474
MEM 4325.140625 1742497279.8487
MEM 4409.140625 1742497279.9526
MEM 4487.078125 1742497280.0534
MEM 4597.078125 1742497280.1583
MEM 4673.078125 1742497280.2606
MEM 4755.078125 1742497280.3616
MEM 4825.078125 1742497280.4623
MEM 4911.078125 1742497280.5647
MEM 4989.078125 1742497280.6663
MEM 5061.078125 1742497280.7679
MEM 4479.078125 1742497280.8700
MEM 4479.078125 1742497280.9707
MEM 4479.078125 1742497281.0745
MEM 4479.078125 1742497281.1758
MEM 3927.085938 1742497281.2784
MEM 4009.140625 1742497281.3825
MEM 4109.140625 1742497281.4853
MEM 4197.140625 1742497281.5914
MEM 4269.140625 1742497281.6942
MEM 4331.140625 1742497281.7965
MEM 4403.140625 1742497281.8975
MEM 4480.703125 1742497281.9986
MEM 4565.078125 1742497282.1000
MEM 4641.078125 1742497282.2026
MEM 4707.078125 1742497282.3037
MEM 4787.078125 1742497282.4044
MEM 4859.078125 1742497282.5051
MEM 4931.078125 1742497282.6067
MEM 4989.078125 1742497282.7074
MEM 5063.078125 1742497282.8083
MEM 4479.046875 1742497282.9119
MEM 4479.046875 1742497283.0138
MEM 4479.046875 1742497283.1152
MEM 4479.046875 1742497283.2159
MEM 3909.109375 1742497283.3194
MEM 3997.109375 1742497283.4205
MEM 4061.109375 1742497283.5215
MEM 4121.109375 1742497283.6233
MEM 4197.109375 1742497283.7240
MEM 4271.109375 1742497283.8265
MEM 4343.109375 1742497283.9287
MEM 4411.140625 1742497284.0301
MEM 4469.140625 1742497284.1355
MEM 4521.078125 1742497284.2365
MEM 4601.078125 1742497284.3376
MEM 4685.078125 1742497284.4393
MEM 4745.078125 1742497284.5421
MEM 4805.078125 1742497284.6434
MEM 4867.105469 1742497284.7451
MEM 4931.105469 1742497284.8468
MEM 5001.175781 1742497284.9483
MEM 4479.207031 1742497285.0507
MEM 4479.207031 1742497285.1517
MEM 4479.207031 1742497285.2525
MEM 4479.207031 1742497285.3535
MEM 4479.207031 1742497285.4543
MEM 3891.253906 1742497285.5555
MEM 3965.269531 1742497285.6589
MEM 4029.421875 1742497285.7596
MEM 4117.421875 1742497285.8604
MEM 4193.421875 1742497285.9611
MEM 4271.421875 1742497286.0619
MEM 4351.421875 1742497286.1635
MEM 4417.421875 1742497286.2680
MEM 4491.421875 1742497286.3707
MEM 4563.421875 1742497286.4734
MEM 4637.421875 1742497286.5743
MEM 4691.421875 1742497286.6753
MEM 4747.421875 1742497286.7781
MEM 4813.421875 1742497286.8793
MEM 4869.421875 1742497286.9803
MEM 4925.421875 1742497287.0842
MEM 4995.421875 1742497287.1855
MEM 5061.421875 1742497287.2865
MEM 5139.421875 1742497287.3882
MEM 5199.421875 1742497287.4896
MEM 5273.421875 1742497287.5903
MEM 5339.421875 1742497287.6912
MEM 5439.421875 1742497287.7941
MEM 5515.421875 1742497287.8976
MEM 5589.421875 1742497287.9999
MEM 5661.421875 1742497288.1017
MEM 3883.355469 1742497288.2095
MEM 3883.355469 1742497288.3115
MEM 3883.355469 1742497288.4124
MEM 3883.355469 1742497288.5136
MEM 3883.355469 1742497288.6144
MEM 3883.355469 1742497288.7157
MEM 3883.355469 1742497288.8176
MEM 3883.355469 1742497288.9202
MEM 3883.355469 1742497289.0217
MEM 3883.355469 1742497289.1228
MEM 3883.355469 1742497289.2247
MEM 3883.355469 1742497289.3260
MEM 3883.355469 1742497289.4267
MEM 3941.355469 1742497289.5293
MEM 4025.355469 1742497289.6314
MEM 4077.355469 1742497289.7330
MEM 4143.355469 1742497289.8379
MEM 4205.421875 1742497289.9387
MEM 4265.421875 1742497290.0404
MEM 4327.421875 1742497290.1411
MEM 4393.421875 1742497290.2425
MEM 4449.421875 1742497290.3441
MEM 4513.421875 1742497290.4448
MEM 4585.421875 1742497290.5455
MEM 4649.484375 1742497290.6466
MEM 4715.484375 1742497290.7506
MEM 4795.484375 1742497290.8550
